CVEGEO,ECO1_R,ECO4_R,ECO7_R,ECO10_R,ECO13_R,ECO16_R,ECO19_R,ECO22_R
1903900014661024,50.0,93.3,0.0,0.0,0.0,-6.0,-6.0,89.3
1903900014661025,44.1,96.2,0.0,0.0,0.0,12.0,20.0,68.0
1903900014661026,27.3,100.0,0.0,0.0,0.0,0.0,0.0,83.3
1903900014661027,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014661028,56.3,100.0,0.0,0.0,0.0,0.0,-6.0,94.4
1903900014661029,45.5,90.0,0.0,-6.0,0.0,0.0,0.0,88.9
1903900014661030,47.6,95.0,0.0,-6.0,0.0,13.2,-6.0,81.6
1903900014661031,47.5,94.7,0.0,-6.0,0.0,0.0,27.8,66.7
1903900014661032,50.0,100.0,0.0,0.0,0.0,-6.0,21.4,71.4
1903900014661033,36.4,94.9,0.0,-6.0,8.1,-6.0,18.9,62.2
1903900014661034,47.1,93.8,0.0,0.0,0.0,-6.0,-6.0,73.3
1903900014661035,48.8,100.0,0.0,0.0,0.0,-6.0,-6.0,90.5
1903900014661036,45.3,87.5,0.0,0.0,0.0,-6.0,33.3,61.9
1903900014661037,29.8,92.9,0.0,0.0,0.0,0.0,-6.0,92.3
1903900014661038,46.6,97.1,0.0,9.1,0.0,24.2,27.3,39.4
1903900014661039,16.7,81.3,0.0,0.0,0.0,0.0,0.0,100.0
1903900014676001,58.6,100.0,0.0,-6.0,-6.0,-6.0,35.3,47.1
1903900014676002,54.8,95.0,0.0,-6.0,0.0,10.5,23.7,60.5
1903900014676003,52.0,96.2,0.0,0.0,0.0,12.0,28.0,60.0
1903900014676004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676005,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676007,64.1,93.2,0.0,-6.0,0.0,-6.0,21.8,70.9
1903900014676008,51.8,96.6,-6.0,0.0,-6.0,21.4,14.3,57.1
1903900014676009,57.4,92.6,0.0,0.0,0.0,-6.0,16.0,80.0
1903900014676010,50.0,95.3,0.0,-6.0,0.0,9.8,9.8,78.0
1903900014676011,83.3,100.0,0.0,0.0,0.0,-6.0,-6.0,80.0
1903900014676012,66.4,99.3,0.0,0.0,-6.0,2.0,9.9,87.4
1903900014676013,52.7,98.3,0.0,0.0,0.0,0.0,8.6,91.4
1903900014676014,57.4,97.1,0.0,0.0,0.0,0.0,20.6,76.5
1903900014676015,54.1,100.0,0.0,-6.0,-6.0,8.5,13.6,74.6
1903900014676016,49.3,97.1,0.0,-6.0,0.0,8.8,11.8,76.5
1903900014676017,50.6,93.0,0.0,-6.0,0.0,15.0,17.5,65.0
1903900014676018,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676020,47.1,100.0,0.0,0.0,0.0,-6.0,-6.0,87.5
1903900014676021,46.9,100.0,0.0,0.0,0.0,0.0,-6.0,86.7
1903900014676022,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014676023,39.1,100.0,0.0,0.0,0.0,0.0,-6.0,88.9
1903900014676024,50.0,100.0,0.0,0.0,0.0,0.0,-6.0,76.9
1903900014676025,53.3,95.8,0.0,-6.0,-6.0,13.0,15.2,67.4
1903900014676026,62.8,96.6,0.0,0.0,0.0,-6.0,7.0,86.0
1903900014676027,53.2,94.9,0.0,0.0,0.0,0.0,12.5,85.7
1903900014676028,56.7,100.0,0.0,0.0,0.0,0.0,20.6,79.4
1903900014676029,50.0,91.8,0.0,-6.0,0.0,11.1,11.1,75.6
1903900014676030,57.3,91.5,0.0,-6.0,0.0,7.0,16.3,72.1
1903900014680001,57.1,97.2,0.0,-6.0,-6.0,-6.0,14.3,77.1
1903900014680002,56.7,91.2,0.0,-6.0,-6.0,9.7,-6.0,77.4
1903900014680003,51.0,96.3,0.0,0.0,-6.0,0.0,11.7,85.7
1903900014680004,64.7,97.3,0.0,0.0,-6.0,6.8,13.7,78.1
1903900014680005,70.8,94.1,0.0,-6.0,0.0,9.4,-6.0,81.3
1903900014680006,52.2,97.1,0.0,0.0,0.0,-6.0,11.8,82.4
1903900014680007,54.8,95.7,0.0,-6.0,0.0,7.6,12.1,77.3
1903900014680008,53.6,96.7,0.0,0.0,0.0,-6.0,19.0,77.6
1903900014680009,82.4,100.0,0.0,0.0,0.0,-6.0,-6.0,78.6
1903900014680010,46.4,100.0,0.0,0.0,0.0,-6.0,7.7,89.7
1903900014680011,56.3,98.0,0.0,-6.0,0.0,-6.0,12.5,83.3
1903900014680012,45.3,100.0,0.0,0.0,-6.0,0.0,12.5,83.3
1903900014680013,63.1,92.7,0.0,0.0,0.0,-6.0,13.2,78.9
1903900014680014,51.9,92.9,0.0,0.0,0.0,0.0,-6.0,92.3
1903900014680015,53.0,95.5,0.0,0.0,0.0,7.1,23.8,69.0
1903900014680016,69.0,98.0,0.0,-6.0,0.0,6.3,18.8,70.8
1903900014680017,52.6,96.7,-6.0,0.0,0.0,-6.0,17.2,75.9
1903900014680018,47.0,96.8,0.0,0.0,-6.0,10.0,10.0,73.3
1903900014680019,58.1,88.4,0.0,0.0,0.0,0.0,23.7,73.7
1903900014680020,61.8,97.1,0.0,-6.0,-6.0,-6.0,15.2,75.8
1903900014680021,64.8,100.0,0.0,-6.0,0.0,-6.0,-6.0,85.7
1903900014680022,64.1,100.0,0.0,0.0,-6.0,-6.0,22.0,72.0
1903900014680023,56.5,97.1,-6.0,0.0,0.0,-6.0,-6.0,91.2
1903900014680024,48.4,100.0,0.0,-6.0,0.0,10.0,26.7,60.0
1903900014680025,58.7,97.3,0.0,0.0,0.0,0.0,16.7,83.3
1903900014680026,58.1,97.7,0.0,-6.0,0.0,-6.0,19.0,76.2
1903900014680027,62.9,97.7,0.0,0.0,0.0,-6.0,11.6,86.0
1903900014680028,44.1,96.7,0.0,0.0,-6.0,-6.0,-6.0,86.2
1903900014680029,73.0,96.3,0.0,0.0,0.0,0.0,19.2,80.8
1903900014680030,63.3,99.2,-6.0,-6.0,0.0,-6.0,13.8,81.3
1903900014680031,48.5,100.0,0.0,0.0,0.0,0.0,-6.0,93.8
1903900014695001,55.7,100.0,-6.0,41.2,-6.0,26.5,14.7,8.8
1903900014695002,54.5,94.5,-6.0,17.4,14.0,36.0,25.6,5.8
1903900014695003,65.1,88.6,5.0,20.8,3.0,49.5,14.9,6.9
1903900014695004,63.6,96.3,0.0,20.3,7.6,46.8,19.0,-6.0
1903900014695005,51.4,94.4,6.0,23.8,9.5,54.8,3.6,-6.0
1903900014695006,62.1,100.0,-6.0,29.3,-6.0,22.0,19.5,19.5
1903900014695007,55.3,94.7,7.4,27.8,0.0,53.7,9.3,-6.0
1903900014695008,50.0,100.0,-6.0,23.9,-6.0,37.0,23.9,6.5
1903900014695009,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014695010,57.9,97.0,-6.0,40.6,7.8,29.7,14.1,4.7
1903900014695011,63.9,94.3,8.0,46.0,-6.0,24.0,16.0,-6.0
1903900014695012,62.5,97.3,-6.0,35.6,-6.0,39.7,17.8,-6.0
1903900014695013,60.0,92.3,-6.0,22.2,9.7,41.7,13.9,9.7
1903900014695014,62.2,95.1,6.0,28.4,-6.0,45.7,12.9,5.2
1903900014695015,64.7,95.9,5.4,18.3,4.3,45.2,18.3,8.6
1903900014695016,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014695017,50.0,100.0,0.0,-6.0,0.0,-6.0,0.0,0.0
1903900014695019,62.1,95.9,6.0,26.7,4.3,40.5,20.7,-6.0
1903900014695020,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900014695021,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014695022,58.4,99.0,0.0,26.0,-6.0,56.0,16.0,-6.0
1903900014695023,56.7,93.1,3.2,23.2,7.4,43.2,14.7,8.4
1903900014695024,62.1,92.4,-6.0,20.6,0.0,50.5,19.6,5.2
1903900014695025,61.1,90.7,6.5,25.2,5.6,40.2,15.9,4.7
1903900014695026,58.9,85.9,-6.0,31.8,-6.0,49.4,14.1,0.0
1903900014695027,65.7,95.6,3.5,26.7,7.0,43.0,17.4,-6.0
1903900014695028,59.6,94.6,-6.0,30.2,-6.0,43.4,18.9,0.0
1903900014708001,69.0,93.1,-6.0,25.9,0.0,44.4,18.5,-6.0
1903900014708002,58.0,86.8,0.0,33.3,7.6,42.4,13.6,-6.0
1903900014708003,62.7,92.9,0.0,30.8,-6.0,33.3,25.6,7.7
1903900014708004,63.9,93.5,0.0,32.6,7.0,41.9,16.3,-6.0
1903900014708005,59.0,96.2,-6.0,35.5,3.9,36.8,15.8,3.9
1903900014708006,57.1,87.6,-6.0,33.7,5.4,43.5,9.8,4.3
1903900014708007,55.2,91.1,-6.0,34.7,-6.0,47.2,6.9,4.2
1903900014708008,57.2,90.5,-6.0,25.6,3.5,51.2,11.6,5.8
1903900014708009,58.3,92.3,-6.0,33.3,4.8,39.3,16.7,4.8
1903900014708010,71.6,97.9,8.5,31.9,12.8,36.2,10.6,0.0
1903900014708011,54.7,96.0,-6.0,32.6,8.4,32.6,21.1,3.2
1903900014708012,80.0,100.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
1903900014708013,55.6,91.7,3.0,31.0,4.0,37.0,20.0,5.0
1903900014708014,55.2,100.0,8.9,27.8,-6.0,41.8,10.1,8.9
1903900014708015,60.1,95.3,0.0,35.3,7.8,40.2,14.7,-6.0
1903900014708016,56.5,90.2,5.5,45.5,-6.0,29.1,12.7,-6.0
1903900014708017,60.2,98.5,-6.0,34.4,6.3,45.3,9.4,-6.0
1903900014708018,50.6,100.0,3.3,20.0,3.3,51.1,15.6,6.7
1903900014708019,58.6,92.7,-6.0,10.5,-6.0,57.9,21.1,-6.0
1903900014708020,57.1,96.4,9.3,29.6,5.6,37.0,14.8,-6.0
1903900014708021,61.0,89.8,3.1,33.0,5.2,40.2,17.5,-6.0
1903900014708022,58.6,97.6,-6.0,37.5,-6.0,27.5,7.5,17.5
1903900014708023,56.5,92.3,0.0,41.7,12.5,29.2,16.7,0.0
1903900014708024,54.3,90.0,-6.0,31.1,11.1,42.2,8.9,-6.0
1903900014708025,54.2,93.3,-6.0,31.0,-6.0,31.0,21.4,14.3
1903900014708026,61.0,100.0,-6.0,12.0,16.0,52.0,16.0,0.0
1903900014708027,56.9,96.8,-6.0,26.7,5.0,41.7,20.0,5.0
1903900014708028,55.7,93.6,-6.0,34.2,0.0,32.9,15.1,16.4
1903900014708029,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014708030,49.0,100.0,-6.0,30.0,8.0,42.0,14.0,0.0
1903900014712001,57.6,99.0,6.2,26.8,4.1,25.8,16.5,20.6
1903900014712002,53.1,98.0,0.0,24.0,6.0,46.0,16.0,8.0
1903900014712003,58.0,90.2,-6.0,30.4,6.5,39.1,13.0,6.5
1903900014712004,66.1,97.3,-6.0,20.8,5.6,29.2,33.3,9.7
1903900014712005,58.9,96.1,5.5,32.9,5.5,38.4,15.1,-6.0
1903900014712006,52.5,98.4,-6.0,30.6,-6.0,38.7,19.4,6.5
1903900014712007,57.1,94.6,5.7,28.3,-6.0,50.9,9.4,-6.0
1903900014712008,60.9,92.3,6.9,30.6,8.3,37.5,9.7,6.9
1903900014712009,59.4,100.0,7.0,35.1,7.0,43.9,7.0,0.0
1903900014712010,56.3,85.7,-6.0,51.9,7.4,27.8,7.4,-6.0
1903900014712011,55.7,97.1,-6.0,33.3,13.6,34.8,9.1,7.6
1903900014712012,66.0,81.6,6.0,27.4,7.1,33.3,17.9,8.3
1903900014712013,56.8,98.1,-6.0,24.5,5.7,34.0,22.6,9.4
1903900014712014,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014712015,60.6,97.0,-6.0,20.3,-6.0,50.0,20.3,6.3
1903900014712016,56.6,83.6,-6.0,27.9,9.8,29.5,16.4,14.8
1903900014712017,57.3,98.4,0.0,37.1,11.3,24.2,21.0,6.5
1903900014712018,51.8,100.0,-6.0,29.2,6.9,48.6,9.7,4.2
1903900014712019,57.9,100.0,0.0,36.4,0.0,27.3,36.4,0.0
1903900014712020,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900014712021,75.4,97.8,-6.0,31.1,-6.0,40.0,17.8,-6.0
1903900014712022,71.4,86.7,0.0,38.5,0.0,53.8,0.0,-6.0
1903900014712023,51.8,79.3,0.0,43.5,-6.0,17.4,26.1,-6.0
1903900014712024,55.9,89.5,0.0,29.4,0.0,58.8,-6.0,-6.0
1903900014712025,56.8,90.5,0.0,52.6,0.0,36.8,-6.0,0.0
1903900014712026,63.9,87.0,-6.0,32.5,12.5,42.5,-6.0,-6.0
1903900014712027,50.0,85.7,0.0,66.7,-6.0,0.0,0.0,0.0
1903900014712028,66.1,97.6,12.5,42.5,7.5,27.5,7.5,-6.0
1903900014712029,55.7,97.4,7.9,34.2,10.5,36.8,10.5,0.0
1903900014712030,66.7,97.7,11.6,27.9,-6.0,37.2,16.3,-6.0
1903900014712031,67.3,100.0,-6.0,30.3,9.1,36.4,15.2,-6.0
1903900014712032,77.8,100.0,0.0,-6.0,0.0,57.1,-6.0,-6.0
1903900014712033,58.1,100.0,0.0,16.7,0.0,55.6,16.7,-6.0
1903900014712034,50.8,92.2,-6.0,25.4,5.1,44.1,20.3,-6.0
1903900014712035,51.9,91.1,-6.0,35.3,-6.0,35.3,21.6,-6.0
1903900014712036,61.1,81.8,0.0,44.4,0.0,44.4,-6.0,0.0
1903900014727001,59.8,91.8,-6.0,26.8,12.5,32.1,16.1,10.7
1903900014727002,55.6,97.1,6.0,25.4,7.5,34.3,22.4,4.5
1903900014727003,61.8,83.8,-6.0,28.1,7.0,45.6,12.3,5.3
1903900014727004,64.6,95.2,-6.0,23.7,8.5,42.4,11.9,11.9
1903900014727005,63.7,91.1,4.2,38.9,5.6,34.7,12.5,4.2
1903900014727006,50.8,95.2,-6.0,25.4,-6.0,54.2,13.6,-6.0
1903900014727007,57.7,100.0,-6.0,36.7,5.0,35.0,20.0,-6.0
1903900014727008,57.1,95.0,0.0,28.1,10.5,38.6,19.3,-6.0
1903900014727009,51.8,100.0,-6.0,37.2,0.0,44.2,9.3,7.0
1903900014727010,60.6,81.3,9.2,26.2,6.2,41.5,10.8,6.2
1903900014727011,57.8,100.0,4.8,25.4,4.8,44.4,19.0,-6.0
1903900014727012,71.4,100.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
1903900014727013,58.7,94.4,-6.0,15.7,-6.0,35.3,37.3,-6.0
1903900014727014,64.2,100.0,-6.0,23.5,4.9,47.1,17.6,5.9
1903900014727015,62.1,90.2,4.1,27.0,-6.0,40.5,18.9,8.1
1903900014727016,64.7,92.0,5.8,37.7,-6.0,31.9,14.5,7.2
1903900014727017,60.0,93.3,0.0,-6.0,-6.0,50.0,28.6,0.0
1903900014727018,50.0,100.0,-6.0,29.4,0.0,52.9,11.8,-6.0
1903900014727019,55.1,92.3,0.0,16.7,-6.0,58.3,11.7,11.7
1903900014727020,57.1,94.3,4.8,20.5,-6.0,42.2,19.3,10.8
1903900014727021,64.3,100.0,0.0,50.0,-6.0,38.9,0.0,0.0
1903900014727022,60.3,91.1,-6.0,31.9,4.2,37.5,16.7,8.3
1903900014727023,59.2,98.4,-6.0,43.3,5.0,33.3,11.7,-6.0
1903900014727024,75.7,100.0,-6.0,28.6,-6.0,39.3,17.9,0.0
1903900014727025,57.9,100.0,0.0,31.8,0.0,27.3,27.3,13.6
1903900014727026,56.7,88.2,20.0,40.0,0.0,26.7,-6.0,0.0
1903900014727027,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014727028,48.4,100.0,-6.0,35.5,-6.0,48.4,-6.0,0.0
1903900014727029,48.3,92.9,-6.0,46.2,-6.0,-6.0,23.1,0.0
1903900014727030,55.9,96.8,5.0,33.3,-6.0,46.7,10.0,-6.0
1903900014727031,60.0,97.0,-6.0,28.1,12.5,31.3,18.8,-6.0
1903900014727032,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900014731001,48.1,92.3,0.0,-6.0,-6.0,8.3,31.3,54.2
1903900014731002,58.6,91.2,0.0,-6.0,-6.0,11.3,25.8,58.1
1903900014731003,54.2,96.2,0.0,0.0,-6.0,-6.0,44.0,44.0
1903900014731004,49.4,97.5,0.0,-6.0,0.0,17.9,30.8,46.2
1903900014731005,53.9,91.7,0.0,9.1,0.0,18.2,18.2,54.5
1903900014731006,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014731007,48.9,93.5,0.0,0.0,9.3,14.0,27.9,48.8
1903900014731008,64.3,100.0,0.0,0.0,-6.0,0.0,-6.0,77.8
1903900014731009,46.3,100.0,0.0,7.9,-6.0,21.1,7.9,60.5
1903900014731010,50.7,100.0,0.0,0.0,13.9,8.3,16.7,58.3
1903900014731011,49.0,93.8,0.0,-6.0,-6.0,8.9,28.9,55.6
1903900014731012,51.5,95.7,-6.0,9.8,6.8,-6.0,23.3,57.1
1903900014731013,48.9,95.5,0.0,-6.0,0.0,4.7,14.1,78.1
1903900014731014,60.1,96.9,0.0,-6.0,-6.0,7.1,22.8,67.7
1903900014731015,56.4,92.4,0.0,2.7,-6.0,16.4,29.1,50.9
1903900014731016,55.2,95.8,-6.0,4.3,-6.0,10.9,25.0,55.4
1903900014731017,66.7,92.6,0.0,3.2,-6.0,9.5,19.0,63.5
1903900014731018,65.3,96.5,0.0,-6.0,-6.0,7.3,27.5,60.6
1903900014731019,58.8,96.1,0.0,-6.0,-6.0,8.1,25.7,60.8
1903900014731020,57.9,95.1,0.0,-6.0,0.0,4.1,21.4,72.4
1903900014731021,48.1,100.0,0.0,-6.0,-6.0,-6.0,61.5,-6.0
1903900014731022,46.7,96.9,0.0,-6.0,0.0,4.8,17.7,74.2
1903900014746001,51.7,96.8,0.0,10.0,-6.0,36.7,23.3,26.7
1903900014746002,43.9,88.9,0.0,-6.0,-6.0,31.3,43.8,-6.0
1903900014746003,51.7,94.7,0.0,4.2,-6.0,45.8,22.2,23.6
1903900014746004,63.8,94.6,0.0,-6.0,0.0,20.0,42.9,31.4
1903900014746005,45.2,92.9,0.0,-6.0,0.0,38.5,46.2,-6.0
1903900014746006,56.5,96.4,0.0,7.5,6.3,33.8,28.8,23.8
1903900014746007,54.2,96.9,0.0,9.7,0.0,45.2,25.8,19.4
1903900014746008,55.6,96.7,0.0,-6.0,0.0,24.1,48.3,20.7
1903900014746009,54.1,95.0,0.0,15.8,0.0,26.3,42.1,15.8
1903900014746010,56.4,96.2,0.0,5.9,-6.0,25.5,35.3,29.4
1903900014746011,67.8,96.7,0.0,10.2,0.0,23.7,40.7,25.4
1903900014746012,59.0,96.8,0.0,8.3,6.7,30.0,38.3,15.0
1903900014746013,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014746014,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750001,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900014750002,52.0,100.0,0.0,-6.0,-6.0,34.6,34.6,19.2
1903900014750003,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750004,60.0,100.0,0.0,21.2,0.0,36.4,33.3,9.1
1903900014750005,54.9,89.3,0.0,12.0,-6.0,52.0,28.0,0.0
1903900014750006,51.9,96.3,-6.0,11.5,-6.0,34.6,38.5,-6.0
1903900014750007,55.0,92.1,0.0,10.3,4.3,35.9,32.5,17.1
1903900014750008,46.4,100.0,0.0,19.2,0.0,38.5,30.8,11.5
1903900014750009,46.4,100.0,-6.0,-6.0,-6.0,28.1,46.9,9.4
1903900014750010,60.3,97.1,-6.0,11.8,-6.0,38.2,35.3,8.8
1903900014750011,44.9,96.8,0.0,10.0,-6.0,53.3,30.0,-6.0
1903900014750012,59.1,100.0,0.0,15.4,-6.0,35.9,38.5,-6.0
1903900014750013,53.5,100.0,0.0,10.5,-6.0,34.2,31.6,18.4
1903900014750014,47.5,100.0,0.0,-6.0,-6.0,73.7,-6.0,0.0
1903900014750015,64.0,100.0,0.0,-6.0,0.0,12.5,43.8,37.5
1903900014750016,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750017,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750019,61.2,96.7,0.0,10.3,17.2,41.4,31.0,0.0
1903900014750021,58.0,93.1,0.0,18.5,11.1,44.4,22.2,-6.0
1903900014750023,58.1,93.0,0.0,10.0,-6.0,47.5,30.0,-6.0
1903900014750024,55.7,93.2,-6.0,-6.0,9.8,41.5,24.4,14.6
1903900014750025,54.5,95.8,-6.0,-6.0,0.0,56.5,17.4,17.4
1903900014750026,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750027,60.9,97.4,0.0,10.5,7.9,44.7,26.3,10.5
1903900014750028,58.1,96.0,0.0,0.0,-6.0,45.8,37.5,12.5
1903900014750029,62.5,93.0,-6.0,10.3,0.0,29.0,38.3,21.5
1903900014750030,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
1903900014750031,67.7,88.1,-6.0,8.1,-6.0,43.2,35.1,-6.0
1903900014750032,45.2,85.7,0.0,16.7,-6.0,58.3,12.5,-6.0
1903900014750033,63.0,96.1,-6.0,8.2,-6.0,44.9,30.6,10.2
1903900014750034,55.3,96.2,0.0,12.0,0.0,36.0,44.0,-6.0
1903900014750035,77.8,100.0,0.0,-6.0,0.0,35.7,42.9,-6.0
1903900014750036,60.6,95.3,0.0,-6.0,7.3,56.1,12.2,22.0
1903900014750037,72.1,90.3,0.0,-6.0,-6.0,14.3,60.7,17.9
1903900014750038,59.7,95.7,0.0,20.5,-6.0,50.0,15.9,9.1
1903900014750039,56.8,100.0,0.0,0.0,0.0,33.3,47.6,19.0
1903900014750040,51.5,95.7,0.0,7.6,4.5,34.8,34.8,18.2
1903900014750041,46.0,100.0,0.0,0.0,0.0,39.1,39.1,21.7
1903900014750042,50.0,100.0,0.0,0.0,0.0,-6.0,-6.0,57.1
1903900014750043,65.4,100.0,0.0,0.0,-6.0,23.5,52.9,17.6
1903900014750044,64.0,100.0,0.0,-6.0,-6.0,25.0,-6.0,50.0
1903900014750045,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750046,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750047,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014750049,75.0,100.0,0.0,0.0,0.0,44.4,-6.0,44.4
1903900014750050,76.9,100.0,0.0,0.0,0.0,-6.0,40.0,50.0
1903900014750051,51.9,85.7,0.0,0.0,-6.0,-6.0,50.0,25.0
1903900014750052,57.5,100.0,0.0,-6.0,-6.0,21.7,34.8,34.8
1903900014750053,68.6,100.0,0.0,0.0,-6.0,27.1,24.0,47.9
1903900014750054,58.5,96.8,0.0,-6.0,0.0,23.3,36.7,33.3
1903900014750056,77.8,100.0,0.0,0.0,0.0,-6.0,-6.0,42.9
1903900014750057,69.0,96.6,0.0,10.7,5.4,42.9,32.1,8.9
1903900014750058,67.4,96.8,0.0,0.0,0.0,16.7,53.3,30.0
1903900014750059,57.3,100.0,0.0,7.9,4.8,49.2,28.6,9.5
1903900014750060,65.3,96.9,0.0,-6.0,0.0,38.7,45.2,12.9
1903900014750061,62.5,100.0,0.0,0.0,0.0,-6.0,-6.0,-6.0
1903900014750062,62.1,96.3,0.0,11.5,5.8,50.0,19.2,13.5
1903900014750063,66.7,100.0,0.0,0.0,0.0,35.7,53.6,10.7
1903900014765001,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014765002,45.9,100.0,0.0,6.7,0.0,-6.0,6.7,77.8
1903900014765003,38.7,100.0,0.0,-6.0,0.0,-6.0,-6.0,75.0
1903900014765004,50.0,98.3,0.0,-6.0,-6.0,-6.0,14.0,71.9
1903900014765005,49.0,100.0,-6.0,-6.0,0.0,8.0,20.0,68.0
1903900014765006,59.1,100.0,0.0,0.0,0.0,0.0,0.0,100.0
190390001477A001,57.3,97.6,0.0,1.5,-6.0,5.9,6.9,85.2
190390001477A006,52.2,91.7,0.0,-6.0,0.0,-6.0,0.0,81.8
1903900014784001,52.8,94.6,0.0,-6.0,-6.0,6.6,12.3,80.1
1903900014784002,62.3,94.7,0.0,-6.0,0.0,-6.0,16.7,77.8
1903900014784003,55.5,93.4,0.0,0.0,-6.0,0.0,5.3,86.0
1903900014784004,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014784005,55.2,94.6,0.0,-6.0,0.0,8.6,18.6,68.6
1903900014784006,50.5,97.8,0.0,3.3,-6.0,3.3,19.8,71.4
1903900014784007,51.1,97.1,0.0,-6.0,0.0,0.0,14.9,82.1
1903900014784008,52.1,94.3,0.0,-6.0,-6.0,-6.0,22.0,74.4
1903900014784009,50.4,98.6,-6.0,0.0,-6.0,8.6,10.0,78.6
1903900014784010,59.7,91.9,0.0,0.0,0.0,-6.0,26.5,70.6
1903900014784011,50.0,100.0,0.0,0.0,0.0,-6.0,-6.0,60.0
1903900014784012,47.5,100.0,0.0,0.0,0.0,0.0,-6.0,94.7
1903900014784013,47.5,100.0,0.0,0.0,0.0,6.4,8.5,85.1
1903900014784014,50.0,97.3,0.0,0.0,0.0,-6.0,13.9,80.6
1903900014784015,58.7,100.0,0.0,0.0,0.0,0.0,10.8,86.5
1903900014784016,53.1,95.3,0.0,0.0,0.0,0.0,7.3,92.7
1903900014784017,63.8,97.7,0.0,0.0,0.0,-6.0,9.3,81.4
1903900014784018,50.0,95.0,0.0,0.0,0.0,7.9,7.9,84.2
1903900014784019,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1903900014784020,47.0,95.7,0.0,-6.0,0.0,0.0,11.1,86.7
1903900014784021,47.4,100.0,0.0,0.0,0.0,-6.0,18.5,77.8
1903900014784022,53.0,100.0,0.0,0.0,0.0,-6.0,6.6,88.5
1903900014784023,63.5,95.5,-6.0,-6.0,0.0,-6.0,-6.0,76.2
1903900014784024,67.7,97.8,0.0,-6.0,0.0,8.0,8.0,83.0
1903900014784026,62.7,100.0,0.0,0.0,0.0,0.0,-6.0,94.6
1903900014784027,57.9,100.0,0.0,0.0,0.0,0.0,-6.0,90.9
1903900014784028,54.0,100.0,0.0,0.0,0.0,-6.0,18.5,74.1
1903900014784029,63.8,100.0,0.0,0.0,0.0,13.5,10.8,48.6
1903900014799001,51.9,99.5,0.0,-6.0,0.0,2.2,9.7,80.1
1903900014799002,59.7,100.0,0.0,0.0,0.0,0.0,-6.0,97.7
1903900014799003,51.4,100.0,0.0,-6.0,0.0,-6.0,0.0,94.4
1903900014799004,58.6,97.6,0.0,0.0,0.0,12.5,-6.0,82.5
1903900014799005,51.3,100.0,0.0,-6.0,0.0,7.3,13.4,78.0
1903900014799006,73.1,100.0,0.0,0.0,0.0,0.0,15.8,84.2
1903900014799007,50.0,97.8,0.0,0.0,0.0,0.0,11.4,88.6
1903900014799008,51.6,100.0,0.0,0.0,-6.0,-6.0,9.1,84.8
